Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,51.509998,52.340000,51.320000,52.049999,52.049999,607343
2020-02-16,null,null,null,null,null,null
2020-02-18,52.230000,52.410000,50.880001,52.049999,52.049999,221774
2020-02-19,52.119999,53.660000,51.930000,53.290001,53.290001,113683
2020-02-20,53.500000,54.500000,53.220001,53.779999,53.779999,676179
2020-02-21,53.740002,53.860001,52.549999,53.380001,53.380001,707555
2020-02-23,null,null,null,null,null,null
2020-02-24,52.599998,52.639999,50.450001,51.430000,51.430000,765515
2020-02-25,51.369999,52.020000,49.689999,49.900002,49.900002,764989
2020-02-26,50.080002,50.439999,48.299999,48.730000,48.730000,884482
2020-02-27,48.630001,48.779999,45.880001,47.090000,47.090000,1011915
2020-02-28,46.490002,47.029999,43.849998,44.759998,44.759998,1101659
2020-03-01,null,null,null,null,null,null
2020-03-02,43.700001,47.560001,43.320000,46.750000,46.750000,949471
2020-03-03,47.720001,48.660000,46.470001,47.180000,47.180000,1011933
2020-03-04,46.939999,48.410000,46.650002,46.779999,46.779999,745856
2020-03-05,47.130001,47.570000,45.650002,45.900002,45.900002,704591
2020-03-06,46.090000,46.380001,41.049999,41.279999,41.279999,1276180
2020-03-08,null,null,null,null,null,null
2020-03-09,32.869999,34.880001,27.340000,31.129999,31.129999,1774383
2020-03-10,30.370001,35.020000,30.200001,34.360001,34.360001,1064632
2020-03-11,34.619999,36.349998,32.560001,32.980000,32.980000,874646
2020-03-12,33.070000,33.630001,30.020000,31.500000,31.500000,1025036
2020-03-13,30.770000,33.869999,30.330000,31.730000,31.730000,743129
2020-03-15,null,null,null,null,null,null
2020-03-16,33.750000,33.750000,28.100000,28.700001,28.700001,698829
2020-03-17,28.690001,30.299999,26.629999,26.950001,26.950001,545820
2020-03-18,26.940001,27.219999,20.059999,20.370001,20.370001,309481
2020-03-19,22.299999,27.709999,21.360001,25.219999,25.219999,136722
2020-03-20,24.730000,27.889999,19.459999,22.430000,22.430000,1133808
2020-03-22,null,null,null,null,null,null
2020-03-23,22.520000,24.070000,20.799999,23.360001,23.360001,852951
2020-03-24,23.870001,25.160000,23.090000,24.010000,24.010000,659697
2020-03-25,24.370001,25.240000,22.910000,24.490000,24.490000,618725
2020-03-26,24.250000,24.650000,22.379999,22.600000,22.600000,633877
2020-03-27,23.290001,23.440001,20.879999,21.510000,21.510000,603124
2020-03-29,null,null,null,null,null,null
2020-03-30,20.930000,20.930000,19.270000,20.090000,20.090000,758711
2020-03-31,20.230000,21.889999,20.010000,20.480000,20.480000,660082
2020-04-01,20.100000,21.549999,19.900000,20.309999,20.309999,703286
2020-04-02,21.219999,27.389999,20.760000,25.320000,25.320000,1095972
2020-04-03,24.809999,29.129999,23.520000,28.340000,28.340000,1007577
2020-04-05,null,null,null,null,null,null
2020-04-06,26.090000,28.240000,25.280001,26.080000,26.080000,752710
2020-04-07,26.340000,27.240000,23.540001,23.629999,23.629999,797707
2020-04-08,24.299999,26.450001,23.740000,25.090000,25.090000,823554
2020-04-09,26.280001,28.360001,22.570000,22.760000,22.760000,1122149
2020-04-12,null,null,null,null,null,null
2020-04-13,24.600000,24.740000,22.030001,22.410000,22.410000,775120
2020-04-14,22.360001,23.080000,19.950001,20.110001,20.110001,785478
