Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,86.080002,87.599998,86.000000,87.599998,87.599998,2676363
2020-02-19,89.040001,89.839996,88.160004,89.440002,89.440002,3137575
2020-02-20,90.480003,91.440002,90.000000,90.239998,90.239998,3422725
2020-02-21,88.639999,89.680000,87.919998,89.279999,89.279999,3380650
2020-02-24,85.040001,86.480003,84.400002,85.919998,85.919998,4694088
2020-02-25,86.080002,86.239998,83.199997,83.199997,83.199997,4134238
2020-02-26,83.040001,84.400002,80.879997,81.519997,81.519997,4913738
2020-02-27,77.760002,79.919998,76.800003,78.239998,78.239998,6233213
2020-02-28,75.360001,76.000000,73.360001,75.599998,75.599998,5375025
2020-03-02,77.360001,79.360001,76.320000,79.360001,79.360001,5173363
2020-03-03,80.000000,81.440002,77.760002,79.120003,79.120003,6408250
2020-03-04,80.879997,81.040001,78.080002,78.879997,78.879997,5793713
2020-03-05,78.480003,78.800003,76.400002,76.879997,76.879997,4140325
2020-03-06,74.080002,74.160004,68.800003,69.839996,69.839996,9782050
2020-03-09,54.560001,58.400002,52.000000,52.160000,52.160000,19268563
2020-03-10,56.720001,58.639999,54.880001,57.919998,57.919998,10698375
2020-03-11,56.160000,56.720001,54.720001,55.520000,55.520000,8137688
2020-03-12,51.520000,54.400002,51.439999,52.320000,52.320000,11630325
2020-03-13,55.119999,57.040001,52.320000,55.680000,55.680000,9832213
2020-03-16,48.720001,51.040001,46.560001,48.400002,48.400002,9516613
2020-03-17,48.320000,49.200001,45.040001,45.680000,45.680000,8618150
2020-03-18,40.480000,41.439999,34.320000,37.680000,37.680000,23764250
2020-03-19,38.320000,45.360001,36.799999,42.959999,42.959999,16267000
2020-03-20,42.240002,42.959999,37.439999,39.520000,39.520000,18333663
2020-03-23,38.160000,39.200001,36.240002,39.040001,39.040001,9050388
2020-03-24,40.480000,40.560001,38.320000,39.840000,39.840000,10639513
2020-03-25,39.119999,41.279999,38.000000,40.639999,40.639999,12344863
2020-03-26,39.200001,39.680000,37.119999,38.639999,38.639999,15703500
2020-03-27,36.080002,36.240002,34.639999,35.759998,35.759998,15312050
2020-03-30,33.680000,34.240002,32.240002,33.840000,33.840000,20541175
2020-03-31,34.959999,34.959999,33.279999,33.680000,33.680000,15639525
2020-04-01,33.919998,35.040001,33.040001,35.040001,35.040001,14878650
2020-04-02,36.639999,45.360001,36.000000,40.880001,40.880001,40226725
2020-04-03,45.599998,48.160000,43.520000,47.200001,47.200001,28238825
2020-04-06,44.959999,45.680000,42.959999,43.840000,43.840000,20350275
2020-04-07,43.680000,44.240002,39.119999,40.720001,40.720001,23432475
2020-04-08,40.639999,43.200001,39.520000,42.959999,42.959999,21113950
2020-04-09,43.200001,46.240002,38.400002,39.840000,39.840000,37976150
2020-04-13,39.759998,40.560001,38.799999,39.439999,39.439999,15693888
2020-04-14,38.080002,38.400002,36.240002,37.279999,37.279999,23984000
2020-04-15,35.439999,35.759998,34.400002,35.439999,35.439999,27402750
2020-04-16,35.200001,35.279999,33.200001,34.880001,34.880001,30161238
2020-04-17,33.200001,34.080002,32.799999,33.680000,33.680000,31270575
2020-04-20,30.080000,32.400002,29.600000,30.000000,30.000000,109403825
2020-04-21,25.520000,27.200001,18.480000,22.480000,22.480000,124913013
2020-04-22,23.200001,23.520000,20.000000,20.080000,20.080000,54851775
2020-04-23,21.440001,22.959999,20.799999,21.120001,21.120001,39783688
2020-04-24,21.520000,21.840000,20.080000,20.559999,20.559999,22803900
2020-04-27,18.400000,18.400000,17.040001,17.520000,17.520000,33885000
2020-04-28,17.280001,18.000000,16.879999,17.040001,17.040001,19476850
2020-04-29,18.010000,18.219999,17.459999,18.000000,18.000000,23378600
2020-04-30,18.760000,19.299999,17.860001,19.120001,19.120001,24001300
2020-05-01,19.120001,19.180000,18.420000,18.860001,18.860001,13831100
2020-05-04,18.580000,19.680000,18.360001,19.670000,19.670000,14044800
2020-05-05,20.760000,21.790001,20.740000,21.510000,21.510000,20954800
2020-05-06,21.290001,21.510000,20.299999,20.850000,20.850000,17295800
2020-05-07,21.879999,21.910000,20.270000,20.469999,20.469999,12745400
2020-05-08,21.080000,21.670000,20.660000,21.469999,21.469999,10523500
2020-05-11,21.530001,21.600000,20.760000,21.170000,21.170000,10461600
2020-05-12,21.400000,21.570000,20.889999,20.969999,20.969999,10138500
2020-05-13,21.049999,21.309999,20.299999,20.600000,20.600000,10082900
2020-05-14,20.730000,21.820000,20.590000,21.450001,21.450001,11539700
2020-05-15,21.950001,22.610001,21.680000,22.389999,22.389999,11525000
2020-05-18,24.040001,24.799999,23.799999,24.309999,24.309999,19714100
2020-05-19,24.469999,24.709999,24.040001,24.440001,24.440001,9373400
2020-05-20,24.950001,25.540001,24.879999,25.340000,25.340000,11752400
2020-05-21,26.500000,27.490000,25.879999,26.600000,26.600000,21259800
2020-05-22,26.090000,26.150000,25.059999,25.570000,25.570000,10614700
2020-05-26,25.930000,25.990000,25.330000,25.660000,25.660000,12891300
2020-05-27,25.180000,25.340000,24.260000,25.000000,25.000000,13839700
2020-05-28,24.840000,25.580000,24.549999,25.030001,25.030001,8087000
